# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab cydrasil-3-ssu-align/cydrasil-3-ssu-align.1/cydrasil-3-ssu-align.1.tab --viterbi /usr/local/share/ssu-align-0.1.1/ssu-align-0p1.cm cydrasil-3-ssu-align/cydrasil-v3-sequence-list.fasta.1
# date:       Fri May 28 22:04:58 2021
# num seqs:   218
# dbsize(Mb): 0.627724
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                                                                                                      target coord   query coord                         
#                                                                                                            ----------------------  ------------                         
# model name  target name                                                                                         start        stop  start   stop    bit sc   E-value  GC%
# ----------  ---------------------------------------------------------------------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  bacteria    CY-NCBI-FM210757.1#g__Thermoleptolyngbya.s__albertanoe.str__ETS-08                         8        1436      1   1582   1950.74         -   56
  bacteria    CY-NCBI-FR798934.1#g__Leptolyngbya.s__margaretheana.str__1T12                              1        1462      1   1582   2010.50         -   56
  bacteria    CY-NCBI-HQ832916.1#g__Lusitaniella.s__coriacea.str__LEGE-07157                             1        1262      1   1582   1720.31         -   55
  bacteria    CY-NCBI-KR676348.1#g__Lusitaniella.s__coriacea.str__LEGE-07157                             1        1387      1   1582   1892.96         -   55
  bacteria    CY-NCBI-KM982555.1#g__Leptolyngbya.s__nostocorum.str__SERB-6                               1        1203      1   1582   1479.10         -   54
  bacteria    CY-NCBI-JQ070063.1#g__Leptolyngbya.s__nostocorum.str__UAM-387                              1        1208      1   1582   1625.73         -   54
  bacteria    CY-NCBI-AB039011.1#g__Leptolyngbya.s__sp.str__PCC-7375                                     1        1438      1   1582   1877.18         -   54
  bacteria    CY-NCBI-MF109119.1#g__Leptolyngbya.s__sp.str__11CAN                                        2        1107      1   1582   1464.17         -   54
  bacteria    CY-IMG-2724449671#g__Leptolyngbya.s__sp.14                                                 1        1491      1   1582   2049.36         -   56
  bacteria    CY-IMG-2724449671#g__Leptolyngbya.s__sp.14                                              1407        1400      1   1582     -0.67         -   50
  bacteria    CY-NCBI-FR798935.1#g__Leptolyngbya.s__sp.str__1T12c                                        1        1464      1   1582   1971.61         -   54
  bacteria    CY-IMG-2509747908#g__Leptolyngbya.s__2LT21S03                                              1        1374      1   1582   1510.27         -   54
  bacteria    CY-IMG-2509747908#g__Leptolyngbya.s__2LT21S03                                            562         536      1   1582      0.79         -   44
  bacteria    CY-IMG-2509751988#g__Leptolyngbya.s__2LT21S03                                              1        1371      1   1582   1572.20         -   54
  bacteria    CY-IMG-2509751988#g__Leptolyngbya.s__2LT21S03                                            562         536      1   1582      0.79         -   44
  bacteria    CY-NCBI-FM177495.1#g__Leptolyngbya.s__sp.str__2LT36S02                                     1        1462      1   1582   1991.01         -   56
  bacteria    CY-NCBI-MF109114.1#g__Leptolyngbya.s__sp.str__4GO                                          1        1105      1   1582   1504.96         -   54
  bacteria    CY-NCBI-MF109118.1#g__Leptolyngbya.s__sp.str__5GO                                          1        1104      1   1582   1504.55         -   55
  bacteria    CY-NCBI-MF109116.1#g__Leptolyngbya.s__sp.str__7FUR                                         1        1105      1   1582   1519.62         -   55
  bacteria    CY-NCBI-KP013057.1#g__Leptolyngbya.s__sp.str__A2                                           1        1330      1   1582   1706.64         -   55
  bacteria    CY-NCBI-KF417654.1#g__Leptolyngbya.s__sp.str__AH10                                         1        1424      1   1582   1810.87         -   55
  bacteria    CY-NCBI-KT753322.1#g__Leptolyngbya.s__sp.str__ANT07-JR16                                   1        1393      1   1582   1839.98         -   53
  bacteria    CY-NCBI-AY493584.1#g__Leptolyngbya.s__sp.str__ANT-L52-1                                    1        1461      1   1582   1986.27         -   54
  bacteria    CY-NCBI-KC311918.1#g__Leptolyngbya.s__sp.str__ATA1-4-DP81                                  1        1268      1   1582   1712.48         -   54
  bacteria    CY-NCBI-JN376076.1#g__Leptolyngbya.s__sp.str__BL0902                                       1        1435      1   1582   2002.35         -   55
  bacteria    CY-NCBI-HM151383.1#g__Leptolyngbya.s__sp.str__BN22                                         1        1416      1   1582   1879.35         -   55
  bacteria    CY-NCBI-GQ848192.1#g__Leptolyngbya.s__sp.str__BN43                                         1        1416      1   1582   1874.90         -   55
  bacteria    CY-NCBI-HM151385.1#g__Leptolyngbya.s__sp.str__BX10                                         1        1416      1   1582   1875.11         -   55
  bacteria    CY-NCBI-KC182752.1#g__Leptolyngbya.s__sp.str__C1                                           7        1358      1   1582   1744.06         -   56
  bacteria    CY-NCBI-JX088103.1#g__Leptolyngbya.s__sp.str__CAWBG532                                     6        1380      1   1582   1831.98         -   55
  bacteria    CY-NCBI-HE975019.1#g__Leptolyngbya.s__sp.str__CCAP-1442-1                                  1        1476      1   1582   1992.33         -   55
  bacteria    CY-NCBI-EF088339.1#g__Leptolyngbya.s__sp.str__CENA103                                      1        1415      1   1582   1848.64         -   55
  bacteria    CY-NCBI-EF088339.1#g__Leptolyngbya.s__sp.str__CENA103                                    553         527      1   1582      2.87         -   41
  bacteria    CY-NCBI-EF088333.1#g__Leptolyngbya.s__sp.str__CENA104                                      1        1412      1   1582   1818.58         -   54
  bacteria    CY-NCBI-EF088337.1#g__Leptolyngbya.s__sp.str__CENA112                                      1        1414      1   1582   1829.21         -   54
  bacteria    CY-NCBI-KP835533.1#g__Leptolyngbya.s__sp.str__CENA129                                      1        1415      1   1582   1840.77         -   54
  bacteria    CY-NCBI-KP835534.1#g__Leptolyngbya.s__sp.str__CENA131                                      1        1415      1   1582   1865.40         -   54
  bacteria    CY-NCBI-KP835534.1#g__Leptolyngbya.s__sp.str__CENA131                                    553         527      1   1582      2.87         -   41
  bacteria    CY-NCBI-HQ730083.1#g__Leptolyngbya.s__sp.str__CENA134                                      1        1417      1   1582   1934.82         -   55
  bacteria    CY-NCBI-KC695849.1#g__Leptolyngbya.s__sp.str__CENA155                                      1        1415      1   1582   1916.49         -   56
  bacteria    CY-NCBI-KC695850.1#g__Leptolyngbya.s__sp.str__CENA156                                      1        1414      1   1582   1900.22         -   57
  bacteria    CY-NCBI-KR137571.1#g__Leptolyngbya.s__sp.str__CENA350                                      1        1415      1   1582   1844.52         -   55
  bacteria    CY-NCBI-KR137585.1#g__Leptolyngbya.s__sp.str__CENA364                                      1        1416      1   1582   1861.28         -   55
  bacteria    CY-NCBI-KR137593.1#g__Leptolyngbya.s__sp.str__CENA372                                      1        1412      1   1582   1878.97         -   55
  bacteria    CY-NCBI-KR137596.1#g__Leptolyngbya.s__sp.str__CENA375                                      1        1412      1   1582   1883.95         -   55
  bacteria    CY-NCBI-KR137598.1#g__Leptolyngbya.s__sp.str__CENA377                                      1        1418      1   1582   1808.52         -   55
  bacteria    CY-NCBI-KR137608.1#g__Leptolyngbya.s__sp.str__CENA387                                      1        1412      1   1582   1893.78         -   55
  bacteria    CY-NCBI-KF246487.2#g__Monilinema.s__alkalinum.str__CENA520                                 1        1412      1   1582   1846.74         -   54
  bacteria    CY-NCBI-KF246498.2#g__Monilinema.s__alkalinum.str__CENA532                                 1        1412      1   1582   1828.19         -   55
  bacteria    CY-NCBI-KF246502.1#g__Leptolyngbya.s__sp.str__CENA538                                      1        1414      1   1582   1868.55         -   56
  bacteria    CY-NCBI-KF246504.1#g__Leptolyngbya.s__sp.str__CENA540                                      1        1412      1   1582   1805.22         -   54
  bacteria    CY-NCBI-EF545607.1#g__Leptolyngbya.s__sp.str__CR-17M                                       7        1208      1   1582   1653.64         -   55
  bacteria    CY-NCBI-KC217545.1#g__Leptolyngbya.s__sp.str__CY-013                                       1        1314      1   1582   1781.40         -   55
  bacteria    CY-NCBI-JQ687334.1#g__Leptolyngbya.s__sp.str__CYN68                                        1        1279      1   1582   1538.07         -   55
  bacteria    CY-NCBI-JF925322.1#g__Leptolyngbya.s__sp.str__CYN83                                        1        1414      1   1582   1843.14         -   54
  bacteria    CY-NCBI-JF925322.1#g__Leptolyngbya.s__sp.str__CYN83                                     1430        1371      1   1582     -0.77         -   55
  bacteria    CY-NCBI-KJ654308.1#g__Leptolyngbya.s__sp.str__D1C10                                        1        1211      1   1582   1554.65         -   54
  bacteria    CY-NCBI-KJ654309.1#g__Leptolyngbya.s__sp.str__D2C8                                         1        1211      1   1582   1534.09         -   53
  bacteria    CY-NCBI-KT753316.1#g__Leptolyngbya.s__sp.str__Doroninskoye                                 1        1393      1   1582   1881.40         -   55
  bacteria    CY-NCBI-KC463186.1#g__Leptolyngbya.s__sp.str__Es-Yyy1500                                   1        1286      1   1582   1673.60         -   54
  bacteria    CY-NCBI-EF110975.1#g__Leptolyngbya.s__sp.str__FLKBBD1                                      4        1458      1   1582   1948.56         -   54
  bacteria    CY-NCBI-FJ933259.1#g__Leptolyngbya.s__sp.str__FYG                                          1        1451      1   1582   1874.01         -   56
  bacteria    CY-NCBI-DQ431002.1#g__Leptolyngbya.s__sp.str__Greenland-7                                  1        1433      1   1582   1964.80         -   56
  bacteria    CY-NCBI-EU249120.1#g__Leptolyngbya.s__sp.str__HBC1                                         1        1463      1   1582   1966.38         -   55
  bacteria    CY-NCBI-EU249128.1#g__Leptolyngbya.s__sp.str__HBC2                                         1        1443      1   1582   1926.68         -   54
  bacteria    CY-NCBI-EU249119.1#g__Leptolyngbya.s__sp.str__HBC8                                         1        1463      1   1582   1961.21         -   55
  bacteria    CY-NCBI-AB694932.1#g__Leptolyngbya.s__sp.str__HK-03                                        6        1449      1   1582   1769.95         -   54
  bacteria    CY-NCBI-AB694933.1#g__Leptolyngbya.s__sp.str__HK-04                                        1        1434      1   1582   1790.43         -   54
  bacteria    CY-NCBI-KM438181.1#g__Leptolyngbya.s__sp.str__IkmLPT16                                     9        1435      1   1582   1899.80         -   56
  bacteria    CY-NCBI-KM438181.1#g__Leptolyngbya.s__sp.str__IkmLPT16                                   523         497      1   1582      0.79         -   48
  bacteria    CY-NCBI-JX524204.1#g__Leptolyngbya.s__sp.str__JS2                                          4        1361      1   1582   1796.75         -   56
  bacteria    CY-IMG-2619442468#g__Leptolyngbya.s__sp.str__KIOST-1                                       1        1490      1   1582   2068.81         -   56
  bacteria    CY-NCBI-GQ495618.1#g__Leptolyngbya.s__sp.str__Kovacik-1999-1                               1        1357      1   1582   1716.35         -   55
  bacteria    CY-NCBI-LN997861.1#g__Leptolyngbya.s__sp.str__KSU-AQIQ-12                                  5        1356      1   1582   1728.18         -   54
  bacteria    CY-NCBI-LN997856.1#g__Leptolyngbya.s__sp.str__KSU-AQIQ-6                                   3        1347      1   1582   1714.96         -   54
  bacteria    CY-NCBI-KJ206339.1#g__Leptolyngbya.s__sp.str__L21-BG-2                                     1        1439      1   1582   1933.66         -   55
  bacteria    CY-NCBI-HM217073.1#g__Leptolyngbya.s__sp.str__LEGE-06069                                  11        1424      1   1582   1839.35         -   55
  bacteria    CY-NCBI-HM217074.1#g__Leptolyngbya.s__sp.str__LEGE-06070                                   1        1408      1   1582   1895.03         -   55
  bacteria    CY-NCBI-KR676347.1#g__Calenema.s__singularis.str__LEGE-06188                               1        1438      1   1582   1886.88         -   55
  bacteria    CY-NCBI-HM217060.1#g__Leptolyngbya.s__sp.str__LEGE-06308                                   3        1351      1   1582   1841.55         -   55
  bacteria    CY-NCBI-HM217080.1#g__Leptolyngbya.s__sp.str__LEGE-07075                                   1        1405      1   1582   1817.30         -   54
  bacteria    CY-NCBI-HM217080.1#g__Leptolyngbya.s__sp.str__LEGE-07075                                 529         514      1   1582      1.50         -   31
  bacteria    CY-NCBI-HM217085.1#g__Leptolyngbya.s__sp.str__LEGE-07080                                   1        1416      1   1582   1948.03         -   56
  bacteria    CY-NCBI-HM217072.1#g__Leptolyngbya.s__sp.str__LEGE-07084                                   1        1361      1   1582   1849.89         -   55
  bacteria    CY-NCBI-HM217079.1#g__Leptolyngbya.s__sp.str__LEGE-07085                                   1        1399      1   1582   1854.13         -   56
  bacteria    CY-NCBI-HM217064.1#g__Leptolyngbya.s__sp.str__LEGE-07088                                   1        1380      1   1582   1895.83         -   55
  bacteria    CY-NCBI-HM217068.1#g__Leptolyngbya.s__sp.str__LEGE-07091                                   1        1349      1   1582   1858.18         -   55
  bacteria    CY-NCBI-HM217082.1#g__Leptolyngbya.s__sp.str__LEGE-07296                                   1        1401      1   1582   1896.99         -   55
  bacteria    CY-NCBI-HM217044.1#g__Leptolyngbya.s__sp.str__LEGE-07298                                   1        1444      1   1582   2003.19         -   55
  bacteria    CY-NCBI-HM217053.1#g__Leptolyngbya.s__sp.str__LEGE-07309                                   1        1402      1   1582   1942.85         -   56
  bacteria    CY-NCBI-HM217056.1#g__Leptolyngbya.s__sp.str__LEGE-07311                                   1        1356      1   1582   1852.79         -   55
  bacteria    CY-NCBI-HM217066.1#g__Leptolyngbya.s__sp.str__LEGE-07312                                   1        1396      1   1582   1900.74         -   55
  bacteria    CY-NCBI-HM217045.1#g__Leptolyngbya.s__sp.str__LEGE-07319                                   1        1446      1   1582   1949.48         -   55
  bacteria    CY-NCBI-HM018690.1#g__Drouetiella.s__lurida.str__Lukesova-1986-6                           1        1006      1   1582   1293.62         -   53
  bacteria    CY-NCBI-FJ839352.1#g__Leptolyngbya.s__sp.str__MMG-1                                       21        1278      1   1582   1643.08         -   54
  bacteria    CY-NCBI-GQ848193.1#g__Leptolyngbya.s__sp.str__MX1                                          1        1442      1   1582   1978.19         -   55
#
# Post-search info for CM 2: bacteria
#
# rnd  mod  alg  cfg   beta  bit sc cut  num hits  surv fract
# ---  ---  ---  ---  -----  ----------  --------  ----------
#   1  hmm  vit  loc      -       -1.00       249      0.4990
#
#    run time  (hr:min:sec)
# -----------
#    00:00:16
#
# Pre-search info for CM 3: eukarya
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: eukarya
#                                                                                                         target coord   query coord                         
#                                                                                               ----------------------  ------------                         
# model name  target name                                                                            start        stop  start   stop    bit sc   E-value  GC%
# ----------  --------------------------------------------------------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  eukarya     CY-NCBI-AJ544076.1#g__Fischerella.s__sp.str__1711                                       1271        1350      1   1881     15.08         -   55
  eukarya     CY-NCBI-AJ344560.1#g__Fischerella.s__sp.str__BB98-1                                     1266        1474      1   1881     31.58         -   57
  eukarya     CY-NCBI-EU840724.1#g__Fischerella.s__sp.str__CENA161                                    1249        1328      1   1881     15.08         -   55
  eukarya     CY-NCBI-AY039703.1#g__Fischerella.s__sp.str__CENA19                                     1263        1342      1   1881     15.08         -   55
  eukarya     CY-NCBI-KP701038.1#g__Fischerella.s__sp.str__CENA298                                    1247        1326      1   1881     15.08         -   55
  eukarya     CY-NCBI-KT150974.1#g__Fischerella.s__sp.str__HKAR-13                                    1244        1323      1   1881     15.08         -   55
  eukarya     CY-NCBI-GQ375051.1#g__Fischerella.s__sp.str__HKAR-5                                      799         840      1   1881     14.38         -   52
  eukarya     CY-NCBI-AB093491.1#g__Fischerella.s__sp.str__IAM-M-263                                  1247        1434      1   1881     29.75         -   57
  eukarya     CY-NCBI-JX524205.1#g__Fischerella.s__sp.str__JS3                                         772         813      1   1881     14.38         -   52
  eukarya     CY-NCBI-KT873799.1#g__Fischerella.s__sp.str__lmga1                                       783         824      1   1881     14.38         -   52
  eukarya     CY-NCBI-DQ786170.1#g__Fischerella.s__sp.str__MV11                                       1266        1465      1   1881     23.54         -   57
  eukarya     CY-NCBI-DQ786169.1#g__Fischerella.s__sp.str__MV9                                        1265        1434      1   1881     19.02         -   56
  eukarya     CY-IMG-2687482518#g__Fischerella.s__sp.str__NIES-3754                                   1303        1502      1   1881     23.54         -   58
  eukarya     CY-IMG-2687483776#g__Fischerella.s__sp.str__NIES-3754                                   1303        1502      1   1881     23.54         -   58
  eukarya     CY-IMG-2776276314#g__Fischerella.s__sp.str__NIES-4106                                   1277        1485      1   1881     31.58         -   57
  eukarya     CY-IMG-2776276635#g__Fischerella.s__sp.str__NIES-4106                                   1277        1485      1   1881     31.58         -   57
  eukarya     CY-NCBI-KJ364643.1#g__Fischerella.s__sp.str__NQAIF311                                   1225        1304      1   1881     15.08         -   55
  eukarya     CY-NCBI-KJ636970.1#g__Fischerella.s__sp.str__NQAIF323                                   1225        1304      1   1881     15.08         -   55
  eukarya     CY-IMG-2517062088#g__Fischerella.s__sp.str__PCC-9339                                    1258        1337      1   1881     15.08         -   55
  eukarya     CY-IMG-2516144612#g__Fischerella.s__sp.str__PCC-9605                                     813         854      1   1881     14.38         -   52
  eukarya     CY-NCBI-DQ786172.1#g__Fischerella.s__sp.str__RV14                                       1257        1465      1   1881     25.70         -   57
  eukarya     CY-IMG-2805904197#g__Fischerella.s__thermalis.str__CCMEE-5201                           1283        1482      1   1881     23.54         -   58
  eukarya     CY-IMG-2805913160#g__Fischerella.s__thermalis.str__CCMEE-5205                           1285        1484      1   1881     23.54         -   58
  eukarya     CY-IMG-2805781099#g__Fischerella.s__thermalis.str__CCMEE-5268                           1283        1482      1   1881     23.54         -   58
  eukarya     CY-IMG-2805795131#g__Fischerella.s__thermalis.str__CCMEE-5282                           1303        1502      1   1881     23.54         -   57
  eukarya     CY-IMG-2805835663#g__Fischerella.s__thermalis.str__WC114                                1303        1502      1   1881     23.54         -   57
  eukarya     CY-IMG-2806022976#g__Fischerella.s__thermalis.str__WC213                                1310        1509      1   1881     23.54         -   57
  eukarya     CY-NCBI-KT731153.1#g__Foliisarcina.s__bertiogensis.str__CENA333                         1251        1330      1   1881     21.56         -   56
  eukarya     CY-NCBI-KJ700459.1#g__Galdieria.s__sulphuraria.str__074W-plastid                        1336        1460      1   1881     20.14         -   52
  eukarya     CY-NCBI-AY423710.1#g__Anagnostidinema.s__carotinosum.str__AICB-37                       1187        1395      1   1881     36.95         -   58
  eukarya     CY-NCBI-AB039010.1#g__Geitlerinema.s__sp.str__PCC-7105                                  1241        1419      1   1881     24.46         -   58
  eukarya     CY-NCBI-KT315938.1#g__Anagnostidinema.s__pseudacutissimum.str__ladakh27                 1117        1325      1   1881     36.95         -   58
  eukarya     CY-IMG-2510100366#g__Geitlerinema.s__sp.str__PCC-7105                                   1254        1333      1   1881     21.00         -   58
  eukarya     CY-IMG-2503606178#g__Geitlerinema.s__sp.str__PCC-7407                                   1265        1473      1   1881     38.38         -   60
  eukarya     CY-IMG-2503606194#g__Geitlerinema.s__sp.str__PCC-7407                                   1268        1476      1   1881     38.38         -   60
  eukarya     CY-IMG-2503606330#g__Geitlerinema.s__sp.str__PCC-7407                                   1266        1474      1   1881     38.38         -   60
  eukarya     CY-NCBI-FM210758.1#g__Thermoleptolyngbya.s__oregonensis.str__PCC-8501                   1228        1434      1   1881     46.61         -   58
  eukarya     CY-NCBI-AB039001.1#g__Geminocystis.s__herdmanii.str__PCC-6308                           1241        1419      1   1881     30.75         -   55
  eukarya     CY-NCBI-KJ654307.1#g__Geminocystis.s__sp.str__1-1                                        744         785      1   1881     14.38         -   52
  eukarya     CY-NCBI-KF246492.1#g__Geminocystis.s__sp.str__CENA526                                   1245        1324      1   1881     18.78         -   56
  eukarya     CY-IMG-2678293965#g__Geminocystis.s__sp.str__NIES-3708                                  1274        1482      1   1881     35.28         -   56
  eukarya     CY-IMG-2672713628#g__Geminocystis.s__sp.str__NIES-3709                                  1274        1480      1   1881     35.45         -   56
  eukarya     CY-NCBI-KM438199.1#g__Geminocystis.s__sp.str__PltCNmn3                                  1155        1363      1   1881     35.28         -   55
  eukarya     CY-IMG-2558547284#g__Gloeobacter.s__kilaueensis.str__JS1                                1280        1477      1   1881     38.03         -   61
  eukarya     CY-IMG-640702702#g__Gloeobacter.s__violaceus.str__PCC-7421                              1280        1477      1   1881     38.03         -   60
  eukarya     CY-NCBI-FR798924.1#g__Gloeobacter.s__violaceus.str__VP3-01                              1253        1450      1   1881     38.03         -   61
  eukarya     CY-NCBI-AB039000.1#g__Gloeocapsa.s__sp.str__PCC-73106                                   1245        1424      1   1881     32.88         -   58
  eukarya     CY-NCBI-KM982577.1#g__Gloeocapsa.s__quaternata.str__SERB-28                             1327        1452      1   1881     20.05         -   64
  eukarya     CY-NCBI-KJ746508.1#g__Gloeocapsa.s__sp.str__AICB1013                                    1218        1424      1   1881     31.05         -   58
  eukarya     CY-NCBI-KJ470767.1#g__Gloeocapsa.s__sp.str__HKAR-9                                       737         778      1   1881     14.38         -   52
  eukarya     CY-NCBI-AB067578.1#g__Crocosphaera.s__sp-1.str__KO20B5                                  1265        1471      1   1881     38.24         -   56
  eukarya     CY-NCBI-AAB067579.1#g__Crocosphaera.s__sp-1.str__KO30D1                                 1265        1471      1   1881     38.24         -   56
  eukarya     CY-NCBI-AB067575.1#g__Crocosphaera.s__sp-1.str__KO38CU6                                 1265        1471      1   1881     38.24         -   56
  eukarya     CY-NCBI-KT807480.1#g__Gloeocapsa.s__sp.str__KSU-WH-8                                     767         808      1   1881     14.38         -   52
  eukarya     CY-IMG-2508647884#g__Gloeocapsa.s__sp.str__PCC-73106                                    1043        1122      1   1881     21.00         -   58
  eukarya     CY-IMG-2503796883#g__Gloeocapsa.s__sp.str__PCC-7428                                     1330        1476      1   1881     21.88         -   62
  eukarya     CY-NCBI-KF498710.1#g__Gloeocapsopsis.s__crepidinum.str__BDHKU-35101                     1253        1332      1   1881     21.56         -   56
  eukarya     CY-NCBI-KM350251.1#g__Gloeocapsopsis.s__crepidinum.str__BDU-20121                       1252        1331      1   1881     21.56         -   56
  eukarya     CY-NCBI-KF886179.1#g__Gloeocapsopsis.s__sp.str__AAB1=1H9                                 827         868      1   1881     14.38         -   52
  eukarya     CY-NCBI-KT731148.1#g__Gloeocapsopsis.s__sp.str__CENA327                                  805         846      1   1881     14.38         -   52
  eukarya     CY-NCBI-X78680.1#g__Gloeothece.s__membranacea.str__PCC-6501                             1245        1452      1   1881     23.22         -   60
  eukarya     CY-NCBI-AB067577.1#g__Zehria.s__sp.str__KO11DG                                          1266        1453      1   1881     28.36         -   57
  eukarya     CY-NCBI-AB067580.1#g__Zehria.s__sp.str__KO68DGA                                         1267        1454      1   1881     28.36         -   57
  eukarya     CY-NCBI-HE975018.1#g__Gloeothece.s__tepidariorum.str__PCC-6909                          1261        1469      1   1881     23.13         -   60
  eukarya     CY-NCBI-AB067576.1#g__Zehria.s__sp.str__SK40                                            1266        1453      1   1881     28.36         -   57
  eukarya     CY-NCBI-AM230704.1#g__Gloeotrichia.s__echinulata.str__PYH14                             1261        1458      1   1881     23.72         -   55
  eukarya     CY-NCBI-AM230703.1#g__Gloeotrichia.s__echinulata.str__PYH6                              1262        1459      1   1881     23.72         -   55
  eukarya     CY-NCBI-KM019918.1#g__Gloeotrichia.s__longicauda.str__SAG-32-84                         1255        1452      1   1881     23.72         -   57
  eukarya     CY-NCBI-KM019999.1#g__Gomphosphaeria.s__aponina.str__SAG-52-96=DSM-107014               1256        1454      1   1881     31.62         -   58
  eukarya     CY-IMG-2758436875#g__Halomicronema.s__hongdechloris.str__C2206                          1277        1485      1   1881     46.43         -   58
  eukarya     CY-IMG-2758437329#g__Halomicronema.s__hongdechloris.str__C2206                          1277        1485      1   1881     46.43         -   58
  eukarya     CY-NCBI-Y18791.1#g__Halospirulina.s__tapeticola.str__CCC-Baja-95-Cl-2                    804         845      1   1881     14.38         -   52
  eukarya     CY-IMG-2503634863#g__Halothece.s__sp.str__PCC-7418                                      1267        1473      1   1881     35.99         -   59
  eukarya     CY-IMG-2503635565#g__Halothece.s__sp.str__PCC-7418                                      1267        1474      1   1881     35.95         -   59
  eukarya     CY-IMG-2503637863#g__Halothece.s__sp.str__PCC-7418                                      1267        1473      1   1881     36.04         -   58
  eukarya     CY-NCBI-DQ058891.1#g__Halothece.s__sp.str__PCyano42                                     1266        1453      1   1881     35.87         -   63
  eukarya     CY-IMG-2795626055#g__Halothece.s__sp.str__SG1-48-229                                    1060        1216      1   1881     20.99         -   59
  eukarya     CY-NCBI-KJ843312.1#g__Halotia.s__branconii.str__CENA392                                 1246        1454      1   1881     31.58         -   56
  eukarya     CY-NCBI-KJ843313.1#g__Halotia.s__longispora.str__CENA420                                1249        1455      1   1881     31.36         -   55
  eukarya     CY-NCBI-KC695852.2#g__Halotia.s__wernerae.str__CENA158                                  1247        1455      1   1881     31.58         -   56
  eukarya     CY-NCBI-AB093484.1#g__Hapalosiphon.s__delicatulus.str__IAM-M-266                        1246        1433      1   1881     22.40         -   55
  eukarya     CY-NCBI-EU151900.1#g__Hapalosiphon.s__hibernicus.str__BZ-3-1                            1256        1443      1   1881     29.75         -   56
  eukarya     CY-NCBI-AJ544078.1#g__Hapalosiphon.s__sp.str__804-1                                     1271        1350      1   1881     15.08         -   55
  eukarya     CY-IMG-2770890616#g__Hapalosiphon.s__sp.str__MRB220                                     1273        1481      1   1881     31.58         -   56
  eukarya     CY-NCBI-GQ354274.1#g__Hapalosiphon.s__sp.str__SAMA-45                                    466         485      1   1881      9.20         -   65
  eukarya     CY-NCBI-KF761556.1#g__Reptodigitus.s__chapmanii.str__SJR-DC                             1275        1474      1   1881     25.67         -   58
  eukarya     CY-NCBI-KF761556.1#g__Reptodigitus.s__chapmanii.str__SJR-DC                              566         556      1   1881     -0.38         -   36
  eukarya     CY-NCBI-MF098534.1#g__Cf-Hapalosiphon.s__sp.str__SJRP32526-10                            889        1098      1   1881     31.49         -   56
  eukarya     CY-NCBI-MF098533.1#g__Cf-Hapalosiphon.s__sp.str__SJRP32527-9                             889        1098      1   1881     31.49         -   56
  eukarya     CY-NCBI-HM573460.1#g__Hapalosiphon.s__welwitschii.str__Ind21                            1246        1325      1   1881     15.08         -   55
  eukarya     CY-NCBI-KJ767019.1#g__Hapalosiphon.s__welwitschii.str__UH-IC-52-3                       1249        1436      1   1881     29.75         -   56
  eukarya     CY-IMG-2628357093#g__Hassallia.s__byssoidea.str__VB512170                               1277        1483      1   1881     31.75         -   57
  eukarya     CY-NCBI-MT667355.1#g__Sociatus.s__sp.str__HSN013                                        1413        1529      1   1881     17.35         -   62
  eukarya     CY-NCBI-KM019982.1#g__Hormoscilla.s__pringsheimii.str__SAG-1407-1                       1310        1456      1   1881     21.88         -   59
  eukarya     CY-NCBI-MT667354.1#g__Arizonema.s__sp.str__HS041                                        1357        1535      1   1881     27.04         -   58
  eukarya     CY-NCBI-EU249124.1#g__Hydrocoleum.s__lyngbyaceum.str__HBC7                              1243        1430      1   1881     35.68         -   57
  eukarya     CY-NCBI-HQ832901.1#g__Hyella.s__patelloides.str__LEGE-07179                             1251        1330      1   1881     21.00         -   58
  eukarya     CY-NCBI-HM748317.1#g__Iphinoe.s__spelaeobios.str__LO2-B1                                1266        1443      1   1881     27.14         -   56
  eukarya     CY-NCBI-GQ859646.1#g__Jaaginema.s__homogeneum.str__PMC252-05                             607         777      1   1881     27.02         -   54
  eukarya     CY-NCBI-KM438182.1#g__Jaaginema.s__sp.str__IkpSMP32                                     1164        1371      1   1881     32.50         -   59
  eukarya     CY-NCBI-KM438189.1#g__Jaaginema.s__sp.str__PsrJGgm14                                    1208        1415      1   1881     37.59         -   60
  eukarya     CY-NCBI-KM438187.1#g__Jaaginema.s__sp.str__ThrJGgm18                                    1215        1424      1   1881     37.41         -   60
  eukarya     CY-NCBI-EF654087.1#g__Kamptonema.s__animale.str__SAG-1459-6                             1330        1474      1   1881     22.05         -   57
  eukarya     CY-NCBI-KT740999.1#g__Leptolyngbya.s__africana.str__SABC021601                          1232        1311      1   1881     29.94         -   56
  eukarya     CY-NCBI-KC463200.1#g__Leptolyngbya.s__sp.str__Albertano-Kovacik-green-EcFYyy--00        1257        1465      1   1881     23.46         -   59
